TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
168.158911565,-162.729,17.5461,-5.28208,3.15729,-6.77657,3.57523,-5.65149,2.05328,-5.08042,1.85457,-4.209,2.70953,-3.21224,1.35094,-0.263723,1.71505,-2.47574,-0.323243,-2.24533,0.168837,-1.55966
168.182131519,-175.425,18.0235,-2.96436,3.93529,-6.09571,3.16146,-4.72322,2.63609,-3.79574,3.43065,-2.1748,2.70019,-3.14134,0.35833,-0.00033867,1.64479,-2.12881,0.45089,-3.05371,0.320726,-1.48405
168.205351474,-176.108,21.2292,-4.80113,5.52767,-8.44618,5.24846,-6.63658,3.40267,-5.56651,2.91866,-3.45348,0.9848,-2.49347,1.43391,-1.13191,1.45303,-2.38997,2.45691,-0.096064,2.92573,-1.95691
168.228571429,-182.284,27.2238,-7.14558,9.46544,-12.629,6.27375,-12.4147,7.04346,-9.29827,5.43689,-5.92719,4.38987,-5.88343,5.55795,-4.65117,5.48029,-4.37407,3.88099,-2.95786,5.03213,-2.67644
168.251791383,-184.545,25.5486,-4.39671,9.93654,-10.3256,4.34572,-9.17199,3.98826,-8.69078,4.08963,-6.70965,0.812674,-2.70199,6.16458,-2.32394,1.40949,-4.23883,4.26606,-1.56108,4.29084,-3.35183
168.275011338,-182.949,23.8427,-4.87161,9.77325,-7.88366,4.13471,-8.82615,4.24174,-6.56719,2.73545,-7.70946,2.15998,-2.30604,3.06825,-2.81291,3.74875,-2.79785,4.69718,-3.10863,2.77345,-4.34583
168.298231293,-190.904,28.8128,-7.35839,13.1913,-9.71861,6.42404,-11.3664,6.38309,-9.82457,6.44641,-6.3841,5.68324,-7.18081,4.28067,-5.44333,7.87685,-4.01736,4.96768,-5.64615,4.51855,-5.78629
168.321451247,-187.639,22.9555,-3.8364,8.99134,-6.89725,4.96642,-5.15995,3.11827,-7.22696,2.80125,-4.01589,2.20677,-0.624053,0.577888,-3.18365,3.14976,-3.96704,1.18206,-1.68688,3.35794,-0.901599
168.344671202,-172.183,25.3335,-3.73249,4.49411,-4.27013,5.37685,-1.58228,1.55393,-1.26931,4.63493,-0.138701,4.06645,2.09069,4.19097,0.242784,6.39865,-0.99082,3.22329,0.734789,2.11289,-1.03865
168.367891156,-168.516,24.8053,1.68421,-0.2032,-2.8351,-0.21601,-3.67858,3.327,-3.60508,3.85669,-4.66485,3.17884,0.460963,3.48752,-3.27463,2.11428,-2.45186,3.56129,-1.84758,2.0228,-0.192631
